Democrats,Republicans,Others,Total,ED,RD,year,month,county
733,700,618,2051,05,11,2018,January,Kent
629,736,615,1980,06,11,2018,January,Kent
783,610,538,1931,07,11,2018,January,Kent
331,297,320,948,08,11,2018,January,Kent
261,463,296,1020,09,11,2018,January,Kent
290,387,308,985,10,11,2018,January,Kent
842,415,510,1767,01,28,2018,January,Kent
752,302,358,1412,02,28,2018,January,Kent
754,539,520,1813,03,28,2018,January,Kent
1219,454,603,2276,04,28,2018,January,Kent
561,323,346,1230,05,28,2018,January,Kent
899,220,394,1513,06,28,2018,January,Kent
738,459,400,1597,07,28,2018,January,Kent
195,218,158,571,08,28,2018,January,Kent
680,217,284,1181,09,28,2018,January,Kent
761,196,282,1239,10,28,2018,January,Kent
203,186,129,518,11,28,2018,January,Kent
98,68,73,239,12,28,2018,January,Kent
258,104,93,455,13,28,2018,January,Kent
421,189,179,789,14,28,2018,January,Kent
1699,744,733,3176,01,29,2018,January,Kent
108,110,91,309,02,29,2018,January,Kent
1097,636,575,2308,03,29,2018,January,Kent
653,436,366,1455,04,29,2018,January,Kent
482,320,329,1131,05,29,2018,January,Kent
1280,534,552,2366,06,29,2018,January,Kent
512,356,297,1165,07,29,2018,January,Kent
796,811,646,2253,08,29,2018,January,Kent
565,764,449,1778,09,29,2018,January,Kent
69,150,110,329,10,29,2018,January,Kent
138,167,120,425,11,29,2018,January,Kent
120,53,63,236,12,29,2018,January,Kent
149,154,114,417,13,29,2018,January,Kent
348,442,370,1160,01,30,2018,January,Kent
181,164,149,494,02,30,2018,January,Kent
632,577,529,1738,03,30,2018,January,Kent
715,645,508,1868,04,30,2018,January,Kent
450,721,549,1720,05,30,2018,January,Kent
201,274,194,669,06,30,2018,January,Kent
152,265,169,586,07,30,2018,January,Kent
873,587,602,2062,08,30,2018,January,Kent
651,586,500,1737,09,30,2018,January,Kent
354,352,286,992,10,30,2018,January,Kent
337,472,264,1073,11,30,2018,January,Kent
288,529,336,1153,12,30,2018,January,Kent
321,101,143,565,01,31,2018,January,Kent
671,545,447,1663,02,31,2018,January,Kent
1000,356,351,1707,03,31,2018,January,Kent
758,363,403,1524,04,31,2018,January,Kent
914,460,440,1814,05,31,2018,January,Kent
1319,300,494,2113,06,31,2018,January,Kent
1008,291,376,1675,07,31,2018,January,Kent
602,166,276,1044,08,31,2018,January,Kent
451,290,279,1020,09,31,2018,January,Kent
452,205,255,912,10,31,2018,January,Kent
485,314,253,1052,11,31,2018,January,Kent
23,11,12,46,16,31,2018,January,Kent
985,310,454,1749,01,32,2018,January,Kent
629,252,290,1171,02,32,2018,January,Kent
764,372,357,1493,03,32,2018,January,Kent
32,15,13,60,04,32,2018,January,Kent
798,455,479,1732,05,32,2018,January,Kent
136,129,104,369,06,32,2018,January,Kent
1174,441,546,2161,07,32,2018,January,Kent
320,52,124,496,08,32,2018,January,Kent
567,338,429,1334,09,32,2018,January,Kent
391,146,191,728,10,32,2018,January,Kent
675,349,400,1424,11,32,2018,January,Kent
486,424,339,1249,12,32,2018,January,Kent
262,202,149,613,01,33,2018,January,Kent
564,509,441,1514,02,33,2018,January,Kent
766,790,603,2159,03,33,2018,January,Kent
640,867,636,2143,04,33,2018,January,Kent
766,612,605,1983,05,33,2018,January,Kent
92,108,80,280,06,33,2018,January,Kent
395,545,369,1309,07,33,2018,January,Kent
769,850,603,2222,08,33,2018,January,Kent
1174,739,641,2554,09,33,2018,January,Kent
497,615,412,1524,10,33,2018,January,Kent
814,585,595,1994,01,34,2018,January,Kent
373,347,301,1021,02,34,2018,January,Kent
1101,671,632,2404,03,34,2018,January,Kent
273,280,262,815,04,34,2018,January,Kent
896,803,638,2337,05,34,2018,January,Kent
368,282,239,889,06,34,2018,January,Kent
371,519,325,1215,07,34,2018,January,Kent
780,831,580,2191,08,34,2018,January,Kent
992,682,533,2207,09,34,2018,January,Kent
1091,924,707,2722,10,34,2018,January,Kent
21,29,30,80,11,34,2018,January,Kent
735,707,625,2067,05,11,2018,February,Kent
625,738,612,1975,06,11,2018,February,Kent
785,612,542,1939,07,11,2018,February,Kent
331,295,323,949,08,11,2018,February,Kent
261,465,298,1024,09,11,2018,February,Kent
290,387,309,986,10,11,2018,February,Kent
841,416,510,1767,01,28,2018,February,Kent
754,299,359,1412,02,28,2018,February,Kent
755,538,521,1814,03,28,2018,February,Kent
1226,455,605,2286,04,28,2018,February,Kent
564,324,349,1237,05,28,2018,February,Kent
902,219,395,1516,06,28,2018,February,Kent
736,453,398,1587,07,28,2018,February,Kent
196,217,158,571,08,28,2018,February,Kent
681,218,286,1185,09,28,2018,February,Kent
756,195,281,1232,10,28,2018,February,Kent
205,186,129,520,11,28,2018,February,Kent
98,68,73,239,12,28,2018,February,Kent
258,103,93,454,13,28,2018,February,Kent
424,192,180,796,14,28,2018,February,Kent
1700,744,737,3181,01,29,2018,February,Kent
107,112,93,312,02,29,2018,February,Kent
1098,639,573,2310,03,29,2018,February,Kent
660,441,370,1471,04,29,2018,February,Kent
482,322,329,1133,05,29,2018,February,Kent
1285,532,556,2373,06,29,2018,February,Kent
512,358,295,1165,07,29,2018,February,Kent
797,809,651,2257,08,29,2018,February,Kent
563,767,450,1780,09,29,2018,February,Kent
71,152,110,333,10,29,2018,February,Kent
140,168,118,426,11,29,2018,February,Kent
121,53,63,237,12,29,2018,February,Kent
151,154,114,419,13,29,2018,February,Kent
345,441,370,1156,01,30,2018,February,Kent
183,164,146,493,02,30,2018,February,Kent
634,581,528,1743,03,30,2018,February,Kent
713,647,514,1874,04,30,2018,February,Kent
451,722,547,1720,05,30,2018,February,Kent
200,275,197,672,06,30,2018,February,Kent
152,263,172,587,07,30,2018,February,Kent
880,592,602,2074,08,30,2018,February,Kent
644,587,498,1729,09,30,2018,February,Kent
357,353,289,999,10,30,2018,February,Kent
335,472,265,1072,11,30,2018,February,Kent
294,532,334,1160,12,30,2018,February,Kent
324,102,142,568,01,31,2018,February,Kent
670,545,447,1662,02,31,2018,February,Kent
1000,357,356,1713,03,31,2018,February,Kent
757,363,402,1522,04,31,2018,February,Kent
917,459,443,1819,05,31,2018,February,Kent
1329,300,497,2126,06,31,2018,February,Kent
1014,289,384,1687,07,31,2018,February,Kent
602,164,279,1045,08,31,2018,February,Kent
452,288,277,1017,09,31,2018,February,Kent
454,204,256,914,10,31,2018,February,Kent
484,313,256,1053,11,31,2018,February,Kent
23,11,12,46,16,31,2018,February,Kent
986,310,456,1752,01,32,2018,February,Kent
631,254,290,1175,02,32,2018,February,Kent
764,374,357,1495,03,32,2018,February,Kent
32,16,13,61,04,32,2018,February,Kent
795,460,480,1735,05,32,2018,February,Kent
137,129,105,371,06,32,2018,February,Kent
1173,443,546,2162,07,32,2018,February,Kent
319,53,125,497,08,32,2018,February,Kent
572,341,431,1344,09,32,2018,February,Kent
396,146,192,734,10,32,2018,February,Kent
680,349,399,1428,11,32,2018,February,Kent
491,425,340,1256,12,32,2018,February,Kent
262,200,152,614,01,33,2018,February,Kent
564,511,439,1514,02,33,2018,February,Kent
763,791,602,2156,03,33,2018,February,Kent
647,870,635,2152,04,33,2018,February,Kent
767,613,602,1982,05,33,2018,February,Kent
94,109,78,281,06,33,2018,February,Kent
390,545,367,1302,07,33,2018,February,Kent
777,850,608,2235,08,33,2018,February,Kent
1174,736,647,2557,09,33,2018,February,Kent
500,619,413,1532,10,33,2018,February,Kent
819,591,598,2008,01,34,2018,February,Kent
377,345,303,1025,02,34,2018,February,Kent
1111,675,633,2419,03,34,2018,February,Kent
274,282,262,818,04,34,2018,February,Kent
904,804,645,2353,05,34,2018,February,Kent
365,282,239,886,06,34,2018,February,Kent
371,521,326,1218,07,34,2018,February,Kent
780,827,578,2185,08,34,2018,February,Kent
990,683,534,2207,09,34,2018,February,Kent
1095,927,713,2735,10,34,2018,February,Kent
21,28,30,79,11,34,2018,February,Kent
735,707,622,2064,05,11,2018,March,Kent
621,737,615,1973,06,11,2018,March,Kent
783,613,537,1933,07,11,2018,March,Kent
330,297,323,950,08,11,2018,March,Kent
261,460,298,1019,09,11,2018,March,Kent
290,384,309,983,10,11,2018,March,Kent
847,415,508,1770,01,28,2018,March,Kent
758,302,361,1421,02,28,2018,March,Kent
756,538,521,1815,03,28,2018,March,Kent
1223,455,609,2287,04,28,2018,March,Kent
564,321,352,1237,05,28,2018,March,Kent
895,222,394,1511,06,28,2018,March,Kent
738,454,398,1590,07,28,2018,March,Kent
194,216,159,569,08,28,2018,March,Kent
686,220,283,1189,09,28,2018,March,Kent
752,196,281,1229,10,28,2018,March,Kent
204,186,131,521,11,28,2018,March,Kent
98,69,75,242,12,28,2018,March,Kent
262,103,94,459,13,28,2018,March,Kent
432,192,177,801,14,28,2018,March,Kent
1712,748,741,3201,01,29,2018,March,Kent
108,111,92,311,02,29,2018,March,Kent
1103,642,576,2321,03,29,2018,March,Kent
667,443,376,1486,04,29,2018,March,Kent
482,322,331,1135,05,29,2018,March,Kent
1284,534,558,2376,06,29,2018,March,Kent
517,361,296,1174,07,29,2018,March,Kent
801,810,651,2262,08,29,2018,March,Kent
564,767,451,1782,09,29,2018,March,Kent
70,153,109,332,10,29,2018,March,Kent
140,166,119,425,11,29,2018,March,Kent
122,52,65,239,12,29,2018,March,Kent
149,154,112,415,13,29,2018,March,Kent
344,441,374,1159,01,30,2018,March,Kent
184,165,144,493,02,30,2018,March,Kent
639,582,530,1751,03,30,2018,March,Kent
719,646,514,1879,04,30,2018,March,Kent
449,721,548,1718,05,30,2018,March,Kent
200,275,197,672,06,30,2018,March,Kent
150,261,172,583,07,30,2018,March,Kent
889,595,606,2090,08,30,2018,March,Kent
643,591,497,1731,09,30,2018,March,Kent
358,357,287,1002,10,30,2018,March,Kent
332,474,268,1074,11,30,2018,March,Kent
296,533,334,1163,12,30,2018,March,Kent
325,103,144,572,01,31,2018,March,Kent
666,547,451,1664,02,31,2018,March,Kent
1001,359,355,1715,03,31,2018,March,Kent
761,360,404,1525,04,31,2018,March,Kent
919,463,446,1828,05,31,2018,March,Kent
1329,300,495,2124,06,31,2018,March,Kent
1020,291,379,1690,07,31,2018,March,Kent
599,165,279,1043,08,31,2018,March,Kent
454,285,273,1012,09,31,2018,March,Kent
459,201,261,921,10,31,2018,March,Kent
482,316,255,1053,11,31,2018,March,Kent
23,11,12,46,16,31,2018,March,Kent
976,306,455,1737,01,32,2018,March,Kent
636,255,291,1182,02,32,2018,March,Kent
766,369,356,1491,03,32,2018,March,Kent
32,16,13,61,04,32,2018,March,Kent
793,459,476,1728,05,32,2018,March,Kent
135,128,105,368,06,32,2018,March,Kent
1181,444,539,2164,07,32,2018,March,Kent
318,53,125,496,08,32,2018,March,Kent
570,346,433,1349,09,32,2018,March,Kent
397,147,186,730,10,32,2018,March,Kent
683,347,397,1427,11,32,2018,March,Kent
494,423,337,1254,12,32,2018,March,Kent
262,201,151,614,01,33,2018,March,Kent
566,513,435,1514,02,33,2018,March,Kent
760,789,597,2146,03,33,2018,March,Kent
646,867,639,2152,04,33,2018,March,Kent
770,617,607,1994,05,33,2018,March,Kent
95,110,78,283,06,33,2018,March,Kent
389,543,372,1304,07,33,2018,March,Kent
778,851,610,2239,08,33,2018,March,Kent
1177,741,647,2565,09,33,2018,March,Kent
496,621,415,1532,10,33,2018,March,Kent
818,591,606,2015,01,34,2018,March,Kent
376,342,304,1022,02,34,2018,March,Kent
1119,674,637,2430,03,34,2018,March,Kent
274,283,261,818,04,34,2018,March,Kent
902,806,643,2351,05,34,2018,March,Kent
362,283,236,881,06,34,2018,March,Kent
369,524,327,1220,07,34,2018,March,Kent
781,827,572,2180,08,34,2018,March,Kent
993,685,541,2219,09,34,2018,March,Kent
1093,923,713,2729,10,34,2018,March,Kent
20,29,29,78,11,34,2018,March,Kent
734,709,621,2064,05,11,2018,April,Kent
618,740,620,1978,06,11,2018,April,Kent
783,612,536,1931,07,11,2018,April,Kent
332,300,327,959,08,11,2018,April,Kent
260,462,296,1018,09,11,2018,April,Kent
289,383,309,981,10,11,2018,April,Kent
849,419,506,1774,01,28,2018,April,Kent
758,306,364,1428,02,28,2018,April,Kent
762,543,519,1824,03,28,2018,April,Kent
1229,454,615,2298,04,28,2018,April,Kent
567,324,354,1245,05,28,2018,April,Kent
893,220,403,1516,06,28,2018,April,Kent
737,454,399,1590,07,28,2018,April,Kent
194,217,160,571,08,28,2018,April,Kent
689,218,282,1189,09,28,2018,April,Kent
755,201,283,1239,10,28,2018,April,Kent
203,185,131,519,11,28,2018,April,Kent
98,69,77,244,12,28,2018,April,Kent
262,104,95,461,13,28,2018,April,Kent
429,192,178,799,14,28,2018,April,Kent
1716,753,751,3220,01,29,2018,April,Kent
108,113,93,314,02,29,2018,April,Kent
1102,642,576,2320,03,29,2018,April,Kent
676,444,380,1500,04,29,2018,April,Kent
483,323,332,1138,05,29,2018,April,Kent
1279,536,558,2373,06,29,2018,April,Kent
516,363,296,1175,07,29,2018,April,Kent
803,810,652,2265,08,29,2018,April,Kent
560,768,450,1778,09,29,2018,April,Kent
69,153,109,331,10,29,2018,April,Kent
140,166,119,425,11,29,2018,April,Kent
122,52,65,239,12,29,2018,April,Kent
150,155,113,418,13,29,2018,April,Kent
347,445,374,1166,01,30,2018,April,Kent
197,162,146,505,02,30,2018,April,Kent
642,587,526,1755,03,30,2018,April,Kent
722,647,517,1886,04,30,2018,April,Kent
448,723,550,1721,05,30,2018,April,Kent
201,278,195,674,06,30,2018,April,Kent
151,262,172,585,07,30,2018,April,Kent
892,594,611,2097,08,30,2018,April,Kent
641,589,501,1731,09,30,2018,April,Kent
360,360,289,1009,10,30,2018,April,Kent
333,471,267,1071,11,30,2018,April,Kent
297,537,335,1169,12,30,2018,April,Kent
331,102,142,575,01,31,2018,April,Kent
669,548,451,1668,02,31,2018,April,Kent
1003,356,355,1714,03,31,2018,April,Kent
768,364,404,1536,04,31,2018,April,Kent
916,461,451,1828,05,31,2018,April,Kent
1333,299,502,2134,06,31,2018,April,Kent
1034,293,382,1709,07,31,2018,April,Kent
604,167,281,1052,08,31,2018,April,Kent
459,280,277,1016,09,31,2018,April,Kent
457,202,262,921,10,31,2018,April,Kent
480,317,254,1051,11,31,2018,April,Kent
23,11,12,46,16,31,2018,April,Kent
968,308,456,1732,01,32,2018,April,Kent
632,255,292,1179,02,32,2018,April,Kent
765,367,358,1490,03,32,2018,April,Kent
32,16,13,61,04,32,2018,April,Kent
797,464,478,1739,05,32,2018,April,Kent
134,127,107,368,06,32,2018,April,Kent
1192,445,543,2180,07,32,2018,April,Kent
317,52,126,495,08,32,2018,April,Kent
574,347,435,1356,09,32,2018,April,Kent
397,147,184,728,10,32,2018,April,Kent
683,346,400,1429,11,32,2018,April,Kent
493,422,336,1251,12,32,2018,April,Kent
260,200,152,612,01,33,2018,April,Kent
570,514,440,1524,02,33,2018,April,Kent
764,788,595,2147,03,33,2018,April,Kent
648,868,641,2157,04,33,2018,April,Kent
778,624,609,2011,05,33,2018,April,Kent
96,110,79,285,06,33,2018,April,Kent
386,546,375,1307,07,33,2018,April,Kent
780,852,615,2247,08,33,2018,April,Kent
1181,742,650,2573,09,33,2018,April,Kent
496,620,416,1532,10,33,2018,April,Kent
818,592,610,2020,01,34,2018,April,Kent
374,341,303,1018,02,34,2018,April,Kent
1123,675,635,2433,03,34,2018,April,Kent
265,285,257,807,04,34,2018,April,Kent
903,801,645,2349,05,34,2018,April,Kent
364,287,236,887,06,34,2018,April,Kent
374,523,328,1225,07,34,2018,April,Kent
783,829,572,2184,08,34,2018,April,Kent
988,682,547,2217,09,34,2018,April,Kent
1096,924,716,2736,10,34,2018,April,Kent
20,29,30,79,11,34,2018,April,Kent
730,718,621,2069,05,11,2018,May,Kent
619,739,619,1977,06,11,2018,May,Kent
777,615,542,1934,07,11,2018,May,Kent
332,302,327,961,08,11,2018,May,Kent
258,466,296,1020,09,11,2018,May,Kent
287,383,310,980,10,11,2018,May,Kent
845,420,503,1768,01,28,2018,May,Kent
764,304,371,1439,02,28,2018,May,Kent
770,543,518,1831,03,28,2018,May,Kent
1238,455,626,2319,04,28,2018,May,Kent
569,322,352,1243,05,28,2018,May,Kent
895,222,406,1523,06,28,2018,May,Kent
739,455,403,1597,07,28,2018,May,Kent
196,216,159,571,08,28,2018,May,Kent
695,217,275,1187,09,28,2018,May,Kent
753,199,282,1234,10,28,2018,May,Kent
206,185,131,522,11,28,2018,May,Kent
98,69,77,244,12,28,2018,May,Kent
264,105,96,465,13,28,2018,May,Kent
435,195,180,810,14,28,2018,May,Kent
1723,755,756,3234,01,29,2018,May,Kent
110,114,94,318,02,29,2018,May,Kent
1111,640,580,2331,03,29,2018,May,Kent
682,450,386,1518,04,29,2018,May,Kent
487,326,335,1148,05,29,2018,May,Kent
1281,534,561,2376,06,29,2018,May,Kent
516,367,297,1180,07,29,2018,May,Kent
810,817,648,2275,08,29,2018,May,Kent
568,772,451,1791,09,29,2018,May,Kent
68,156,106,330,10,29,2018,May,Kent
140,167,116,423,11,29,2018,May,Kent
122,51,65,238,12,29,2018,May,Kent
152,156,113,421,13,29,2018,May,Kent
349,445,371,1165,01,30,2018,May,Kent
197,162,147,506,02,30,2018,May,Kent
640,590,522,1752,03,30,2018,May,Kent
723,649,517,1889,04,30,2018,May,Kent
448,728,546,1722,05,30,2018,May,Kent
203,279,195,677,06,30,2018,May,Kent
152,260,173,585,07,30,2018,May,Kent
892,589,613,2094,08,30,2018,May,Kent
640,587,502,1729,09,30,2018,May,Kent
358,363,289,1010,10,30,2018,May,Kent
330,471,269,1070,11,30,2018,May,Kent
297,543,335,1175,12,30,2018,May,Kent
332,103,139,574,01,31,2018,May,Kent
669,552,450,1671,02,31,2018,May,Kent
1003,358,353,1714,03,31,2018,May,Kent
771,371,400,1542,04,31,2018,May,Kent
923,461,450,1834,05,31,2018,May,Kent
1333,299,504,2136,06,31,2018,May,Kent
1043,294,389,1726,07,31,2018,May,Kent
605,166,277,1048,08,31,2018,May,Kent
463,283,278,1024,09,31,2018,May,Kent
459,203,265,927,10,31,2018,May,Kent
479,316,256,1051,11,31,2018,May,Kent
23,11,12,46,16,31,2018,May,Kent
973,314,458,1745,01,32,2018,May,Kent
632,255,294,1181,02,32,2018,May,Kent
768,367,362,1497,03,32,2018,May,Kent
32,16,13,61,04,32,2018,May,Kent
795,467,478,1740,05,32,2018,May,Kent
136,126,110,372,06,32,2018,May,Kent
1204,451,548,2203,07,32,2018,May,Kent
314,52,132,498,08,32,2018,May,Kent
573,350,436,1359,09,32,2018,May,Kent
397,148,188,733,10,32,2018,May,Kent
691,343,393,1427,11,32,2018,May,Kent
496,425,338,1259,12,32,2018,May,Kent
257,201,154,612,01,33,2018,May,Kent
569,519,442,1530,02,33,2018,May,Kent
771,788,594,2153,03,33,2018,May,Kent
649,865,649,2163,04,33,2018,May,Kent
782,625,617,2024,05,33,2018,May,Kent
94,109,79,282,06,33,2018,May,Kent
386,545,380,1311,07,33,2018,May,Kent
782,855,616,2253,08,33,2018,May,Kent
1181,745,652,2578,09,33,2018,May,Kent
497,623,416,1536,10,33,2018,May,Kent
819,594,607,2020,01,34,2018,May,Kent
377,344,308,1029,02,34,2018,May,Kent
1129,675,641,2445,03,34,2018,May,Kent
264,287,257,808,04,34,2018,May,Kent
908,796,645,2349,05,34,2018,May,Kent
365,286,236,887,06,34,2018,May,Kent
373,524,328,1225,07,34,2018,May,Kent
783,828,570,2181,08,34,2018,May,Kent
993,683,548,2224,09,34,2018,May,Kent
1099,934,720,2753,10,34,2018,May,Kent
20,29,29,78,11,34,2018,May,Kent
727,720,616,2063,05,11,2018,June,Kent
617,741,614,1972,06,11,2018,June,Kent
774,616,542,1932,07,11,2018,June,Kent
332,304,325,961,08,11,2018,June,Kent
258,468,294,1020,09,11,2018,June,Kent
284,380,312,976,10,11,2018,June,Kent
847,417,504,1768,01,28,2018,June,Kent
771,305,373,1449,02,28,2018,June,Kent
780,545,520,1845,03,28,2018,June,Kent
1251,451,621,2323,04,28,2018,June,Kent
568,325,353,1246,05,28,2018,June,Kent
896,223,406,1525,06,28,2018,June,Kent
733,456,403,1592,07,28,2018,June,Kent
195,214,157,566,08,28,2018,June,Kent
696,217,271,1184,09,28,2018,June,Kent
754,198,281,1233,10,28,2018,June,Kent
203,185,128,516,11,28,2018,June,Kent
99,67,77,243,12,28,2018,June,Kent
265,105,96,466,13,28,2018,June,Kent
434,198,180,812,14,28,2018,June,Kent
1723,752,752,3227,01,29,2018,June,Kent
110,112,93,315,02,29,2018,June,Kent
1117,633,579,2329,03,29,2018,June,Kent
682,452,388,1522,04,29,2018,June,Kent
487,326,333,1146,05,29,2018,June,Kent
1270,532,559,2361,06,29,2018,June,Kent
508,373,296,1177,07,29,2018,June,Kent
807,813,653,2273,08,29,2018,June,Kent
563,771,449,1783,09,29,2018,June,Kent
66,159,105,330,10,29,2018,June,Kent
139,167,116,422,11,29,2018,June,Kent
122,51,65,238,12,29,2018,June,Kent
152,153,112,417,13,29,2018,June,Kent
348,448,368,1164,01,30,2018,June,Kent
197,162,147,506,02,30,2018,June,Kent
640,595,523,1758,03,30,2018,June,Kent
722,655,513,1890,04,30,2018,June,Kent
444,728,541,1713,05,30,2018,June,Kent
201,284,191,676,06,30,2018,June,Kent
152,258,171,581,07,30,2018,June,Kent
892,589,609,2090,08,30,2018,June,Kent
640,582,500,1722,09,30,2018,June,Kent
355,365,289,1009,10,30,2018,June,Kent
331,477,269,1077,11,30,2018,June,Kent
297,542,329,1168,12,30,2018,June,Kent
334,103,135,572,01,31,2018,June,Kent
668,551,453,1672,02,31,2018,June,Kent
1003,360,353,1716,03,31,2018,June,Kent
759,374,396,1529,04,31,2018,June,Kent
925,457,447,1829,05,31,2018,June,Kent
1341,297,506,2144,06,31,2018,June,Kent
1038,297,395,1730,07,31,2018,June,Kent
602,166,278,1046,08,31,2018,June,Kent
460,284,279,1023,09,31,2018,June,Kent
457,207,264,928,10,31,2018,June,Kent
480,314,257,1051,11,31,2018,June,Kent
22,9,12,43,16,31,2018,June,Kent
977,316,454,1747,01,32,2018,June,Kent
638,257,291,1186,02,32,2018,June,Kent
764,369,367,1500,03,32,2018,June,Kent
33,16,12,61,04,32,2018,June,Kent
794,464,477,1735,05,32,2018,June,Kent
134,130,110,374,06,32,2018,June,Kent
1204,451,550,2205,07,32,2018,June,Kent
311,50,131,492,08,32,2018,June,Kent
576,348,433,1357,09,32,2018,June,Kent
395,146,188,729,10,32,2018,June,Kent
682,343,392,1417,11,32,2018,June,Kent
496,425,333,1254,12,32,2018,June,Kent
260,199,158,617,01,33,2018,June,Kent
565,515,439,1519,02,33,2018,June,Kent
771,786,595,2152,03,33,2018,June,Kent
647,860,635,2142,04,33,2018,June,Kent
785,628,616,2029,05,33,2018,June,Kent
92,109,80,281,06,33,2018,June,Kent
387,551,376,1314,07,33,2018,June,Kent
780,851,611,2242,08,33,2018,June,Kent
1186,740,657,2583,09,33,2018,June,Kent
489,622,414,1525,10,33,2018,June,Kent
824,598,612,2034,01,34,2018,June,Kent
373,346,304,1023,02,34,2018,June,Kent
1121,676,643,2440,03,34,2018,June,Kent
262,282,254,798,04,34,2018,June,Kent
905,790,646,2341,05,34,2018,June,Kent
359,287,237,883,06,34,2018,June,Kent
372,524,328,1224,07,34,2018,June,Kent
776,821,570,2167,08,34,2018,June,Kent
995,676,541,2212,09,34,2018,June,Kent
1102,928,719,2749,10,34,2018,June,Kent
20,29,28,77,11,34,2018,June,Kent
726,723,622,2071,05,11,2018,July,Kent
616,737,614,1967,06,11,2018,July,Kent
770,619,540,1929,07,11,2018,July,Kent
336,304,323,963,08,11,2018,July,Kent
261,468,294,1023,09,11,2018,July,Kent
285,382,312,979,10,11,2018,July,Kent
847,418,507,1772,01,28,2018,July,Kent
769,305,372,1446,02,28,2018,July,Kent
778,540,522,1840,03,28,2018,July,Kent
1265,452,623,2340,04,28,2018,July,Kent
571,323,355,1249,05,28,2018,July,Kent
903,225,407,1535,06,28,2018,July,Kent
729,453,402,1584,07,28,2018,July,Kent
193,216,157,566,08,28,2018,July,Kent
693,216,274,1183,09,28,2018,July,Kent
756,200,280,1236,10,28,2018,July,Kent
204,185,128,517,11,28,2018,July,Kent
101,66,76,243,12,28,2018,July,Kent
267,107,97,471,13,28,2018,July,Kent
430,204,182,816,14,28,2018,July,Kent
1726,758,753,3237,01,29,2018,July,Kent
110,115,93,318,02,29,2018,July,Kent
1116,629,582,2327,03,29,2018,July,Kent
689,454,393,1536,04,29,2018,July,Kent
494,327,331,1152,05,29,2018,July,Kent
1273,537,557,2367,06,29,2018,July,Kent
505,372,296,1173,07,29,2018,July,Kent
806,811,653,2270,08,29,2018,July,Kent
563,773,448,1784,09,29,2018,July,Kent
66,160,107,333,10,29,2018,July,Kent
139,166,118,423,11,29,2018,July,Kent
122,51,64,237,12,29,2018,July,Kent
150,152,112,414,13,29,2018,July,Kent
351,448,369,1168,01,30,2018,July,Kent
196,162,145,503,02,30,2018,July,Kent
638,594,516,1748,03,30,2018,July,Kent
721,653,516,1890,04,30,2018,July,Kent
438,732,546,1716,05,30,2018,July,Kent
200,282,190,672,06,30,2018,July,Kent
153,256,171,580,07,30,2018,July,Kent
898,591,609,2098,08,30,2018,July,Kent
631,582,501,1714,09,30,2018,July,Kent
358,366,289,1013,10,30,2018,July,Kent
331,473,268,1072,11,30,2018,July,Kent
295,543,329,1167,12,30,2018,July,Kent
334,101,135,570,01,31,2018,July,Kent
671,549,454,1674,02,31,2018,July,Kent
1004,359,355,1718,03,31,2018,July,Kent
763,375,398,1536,04,31,2018,July,Kent
933,455,447,1835,05,31,2018,July,Kent
1338,297,505,2140,06,31,2018,July,Kent
1047,297,398,1742,07,31,2018,July,Kent
604,165,282,1051,08,31,2018,July,Kent
457,284,279,1020,09,31,2018,July,Kent
451,209,265,925,10,31,2018,July,Kent
481,312,254,1047,11,31,2018,July,Kent
22,9,12,43,16,31,2018,July,Kent
973,316,457,1746,01,32,2018,July,Kent
637,261,294,1192,02,32,2018,July,Kent
769,370,370,1509,03,32,2018,July,Kent
32,16,12,60,04,32,2018,July,Kent
792,464,477,1733,05,32,2018,July,Kent
135,130,105,370,06,32,2018,July,Kent
1207,456,557,2220,07,32,2018,July,Kent
309,51,132,492,08,32,2018,July,Kent
587,353,436,1376,09,32,2018,July,Kent
394,146,188,728,10,32,2018,July,Kent
682,342,390,1414,11,32,2018,July,Kent
494,430,328,1252,12,32,2018,July,Kent
264,204,163,631,01,33,2018,July,Kent
562,517,437,1516,02,33,2018,July,Kent
777,789,596,2162,03,33,2018,July,Kent
649,864,639,2152,04,33,2018,July,Kent
781,628,619,2028,05,33,2018,July,Kent
92,110,80,282,06,33,2018,July,Kent
389,553,373,1315,07,33,2018,July,Kent
783,855,608,2246,08,33,2018,July,Kent
1184,733,660,2577,09,33,2018,July,Kent
490,623,414,1527,10,33,2018,July,Kent
829,595,619,2043,01,34,2018,July,Kent
371,345,305,1021,02,34,2018,July,Kent
1122,680,645,2447,03,34,2018,July,Kent
262,279,256,797,04,34,2018,July,Kent
906,793,648,2347,05,34,2018,July,Kent
359,286,238,883,06,34,2018,July,Kent
371,522,333,1226,07,34,2018,July,Kent
772,819,573,2164,08,34,2018,July,Kent
997,675,539,2211,09,34,2018,July,Kent
1105,929,716,2750,10,34,2018,July,Kent
20,29,27,76,11,34,2018,July,Kent
728,725,623,2076,05,11,2018,August,Kent
620,737,623,1980,06,11,2018,August,Kent
776,622,543,1941,07,11,2018,August,Kent
341,305,321,967,08,11,2018,August,Kent
257,471,295,1023,09,11,2018,August,Kent
283,381,309,973,10,11,2018,August,Kent
848,419,506,1773,01,28,2018,August,Kent
772,304,370,1446,02,28,2018,August,Kent
780,542,522,1844,03,28,2018,August,Kent
1275,446,622,2343,04,28,2018,August,Kent
