Democrats,Republicans,Others,Total,ED,RD,year,month,county
567,324,357,1248,05,28,2018,August,Kent
908,223,406,1537,06,28,2018,August,Kent
723,452,401,1576,07,28,2018,August,Kent
191,215,157,563,08,28,2018,August,Kent
695,214,276,1185,09,28,2018,August,Kent
754,200,281,1235,10,28,2018,August,Kent
205,185,128,518,11,28,2018,August,Kent
102,66,76,244,12,28,2018,August,Kent
270,108,98,476,13,28,2018,August,Kent
432,206,183,821,14,28,2018,August,Kent
1732,761,761,3254,01,29,2018,August,Kent
110,115,94,319,02,29,2018,August,Kent
1121,629,583,2333,03,29,2018,August,Kent
695,457,398,1550,04,29,2018,August,Kent
498,331,335,1164,05,29,2018,August,Kent
1274,542,560,2376,06,29,2018,August,Kent
506,371,298,1175,07,29,2018,August,Kent
807,808,647,2262,08,29,2018,August,Kent
565,772,444,1781,09,29,2018,August,Kent
67,161,108,336,10,29,2018,August,Kent
135,167,117,419,11,29,2018,August,Kent
123,51,65,239,12,29,2018,August,Kent
150,153,107,410,13,29,2018,August,Kent
351,452,368,1171,01,30,2018,August,Kent
197,161,146,504,02,30,2018,August,Kent
641,597,520,1758,03,30,2018,August,Kent
719,652,510,1881,04,30,2018,August,Kent
437,732,547,1716,05,30,2018,August,Kent
201,282,190,673,06,30,2018,August,Kent
153,256,170,579,07,30,2018,August,Kent
894,590,611,2095,08,30,2018,August,Kent
632,585,502,1719,09,30,2018,August,Kent
356,364,290,1010,10,30,2018,August,Kent
333,472,266,1071,11,30,2018,August,Kent
297,544,331,1172,12,30,2018,August,Kent
328,102,136,566,01,31,2018,August,Kent
671,546,460,1677,02,31,2018,August,Kent
999,358,353,1710,03,31,2018,August,Kent
767,374,402,1543,04,31,2018,August,Kent
937,454,446,1837,05,31,2018,August,Kent
1338,298,507,2143,06,31,2018,August,Kent
1054,297,406,1757,07,31,2018,August,Kent
608,164,284,1056,08,31,2018,August,Kent
459,281,278,1018,09,31,2018,August,Kent
448,209,266,923,10,31,2018,August,Kent
484,314,254,1052,11,31,2018,August,Kent
21,9,12,42,16,31,2018,August,Kent
975,315,453,1743,01,32,2018,August,Kent
634,260,294,1188,02,32,2018,August,Kent
772,366,369,1507,03,32,2018,August,Kent
32,16,12,60,04,32,2018,August,Kent
791,465,480,1736,05,32,2018,August,Kent
138,131,107,376,06,32,2018,August,Kent
1218,454,566,2238,07,32,2018,August,Kent
309,51,129,489,08,32,2018,August,Kent
589,355,436,1380,09,32,2018,August,Kent
390,146,186,722,10,32,2018,August,Kent
686,345,391,1422,11,32,2018,August,Kent
496,433,331,1260,12,32,2018,August,Kent
264,206,163,633,01,33,2018,August,Kent
567,518,440,1525,02,33,2018,August,Kent
775,787,592,2154,03,33,2018,August,Kent
650,862,639,2151,04,33,2018,August,Kent
788,632,622,2042,05,33,2018,August,Kent
92,111,81,284,06,33,2018,August,Kent
388,544,376,1308,07,33,2018,August,Kent
782,860,608,2250,08,33,2018,August,Kent
1187,726,654,2567,09,33,2018,August,Kent
491,619,413,1523,10,33,2018,August,Kent
831,593,623,2047,01,34,2018,August,Kent
372,346,306,1024,02,34,2018,August,Kent
1130,680,644,2454,03,34,2018,August,Kent
262,282,259,803,04,34,2018,August,Kent
912,792,655,2359,05,34,2018,August,Kent
361,288,240,889,06,34,2018,August,Kent
372,527,333,1232,07,34,2018,August,Kent
774,827,574,2175,08,34,2018,August,Kent
1002,677,537,2216,09,34,2018,August,Kent
1111,936,721,2768,10,34,2018,August,Kent
18,29,26,73,11,34,2018,August,Kent
731,735,619,2085,05,11,2018,September,Kent
615,739,621,1975,06,11,2018,September,Kent
771,628,541,1940,07,11,2018,September,Kent
343,307,318,968,08,11,2018,September,Kent
257,471,296,1024,09,11,2018,September,Kent
282,381,308,971,10,11,2018,September,Kent
841,422,505,1768,01,28,2018,September,Kent
771,300,372,1443,02,28,2018,September,Kent
733,529,507,1769,03,28,2018,September,Kent
1270,447,622,2339,04,28,2018,September,Kent
564,326,364,1254,05,28,2018,September,Kent
910,226,400,1536,06,28,2018,September,Kent
726,449,398,1573,07,28,2018,September,Kent
193,215,157,565,08,28,2018,September,Kent
696,211,279,1186,09,28,2018,September,Kent
753,202,280,1235,10,28,2018,September,Kent
205,184,127,516,11,28,2018,September,Kent
103,67,78,248,12,28,2018,September,Kent
271,107,98,476,13,28,2018,September,Kent
425,204,183,812,14,28,2018,September,Kent
1788,774,782,3344,01,29,2018,September,Kent
111,111,99,321,02,29,2018,September,Kent
1126,630,579,2335,03,29,2018,September,Kent
707,460,398,1565,04,29,2018,September,Kent
497,335,336,1168,05,29,2018,September,Kent
1278,540,564,2382,06,29,2018,September,Kent
507,371,297,1175,07,29,2018,September,Kent
804,808,642,2254,08,29,2018,September,Kent
565,775,444,1784,09,29,2018,September,Kent
65,161,107,333,10,29,2018,September,Kent
130,167,115,412,11,29,2018,September,Kent
123,51,64,238,12,29,2018,September,Kent
150,154,106,410,13,29,2018,September,Kent
349,444,369,1162,01,30,2018,September,Kent
197,162,145,504,02,30,2018,September,Kent
643,597,520,1760,03,30,2018,September,Kent
719,654,514,1887,04,30,2018,September,Kent
439,735,545,1719,05,30,2018,September,Kent
204,284,192,680,06,30,2018,September,Kent
153,257,169,579,07,30,2018,September,Kent
892,588,610,2090,08,30,2018,September,Kent
633,585,504,1722,09,30,2018,September,Kent
357,373,294,1024,10,30,2018,September,Kent
336,470,263,1069,11,30,2018,September,Kent
298,546,329,1173,12,30,2018,September,Kent
332,101,139,572,01,31,2018,September,Kent
669,539,461,1669,02,31,2018,September,Kent
993,356,356,1705,03,31,2018,September,Kent
774,377,400,1551,04,31,2018,September,Kent
939,445,447,1831,05,31,2018,September,Kent
1333,299,510,2142,06,31,2018,September,Kent
1063,294,412,1769,07,31,2018,September,Kent
615,166,283,1064,08,31,2018,September,Kent
471,284,280,1035,09,31,2018,September,Kent
450,208,265,923,10,31,2018,September,Kent
482,308,251,1041,11,31,2018,September,Kent
21,9,12,42,16,31,2018,September,Kent
975,309,453,1737,01,32,2018,September,Kent
626,260,294,1180,02,32,2018,September,Kent
766,368,368,1502,03,32,2018,September,Kent
33,15,12,60,04,32,2018,September,Kent
804,462,477,1743,05,32,2018,September,Kent
139,127,109,375,06,32,2018,September,Kent
1218,458,564,2240,07,32,2018,September,Kent
310,52,132,494,08,32,2018,September,Kent
591,350,438,1379,09,32,2018,September,Kent
385,146,188,719,10,32,2018,September,Kent
687,344,395,1426,11,32,2018,September,Kent
501,431,328,1260,12,32,2018,September,Kent
265,205,165,635,01,33,2018,September,Kent
563,515,437,1515,02,33,2018,September,Kent
770,782,584,2136,03,33,2018,September,Kent
650,859,638,2147,04,33,2018,September,Kent
795,646,618,2059,05,33,2018,September,Kent
91,110,81,282,06,33,2018,September,Kent
387,542,375,1304,07,33,2018,September,Kent
781,853,604,2238,08,33,2018,September,Kent
1181,722,658,2561,09,33,2018,September,Kent
491,617,414,1522,10,33,2018,September,Kent
833,587,622,2042,01,34,2018,September,Kent
375,347,306,1028,02,34,2018,September,Kent
1145,685,640,2470,03,34,2018,September,Kent
261,280,259,800,04,34,2018,September,Kent
912,788,654,2354,05,34,2018,September,Kent
363,284,246,893,06,34,2018,September,Kent
371,524,334,1229,07,34,2018,September,Kent
775,827,576,2178,08,34,2018,September,Kent
1003,676,537,2216,09,34,2018,September,Kent
1110,935,722,2767,10,34,2018,September,Kent
17,30,26,73,11,34,2018,September,Kent
729,747,616,2092,05,11,2018,October,Kent
608,748,619,1975,06,11,2018,October,Kent
767,631,544,1942,07,11,2018,October,Kent
343,313,320,976,08,11,2018,October,Kent
257,476,289,1022,09,11,2018,October,Kent
283,385,307,975,10,11,2018,October,Kent
842,419,502,1763,01,28,2018,October,Kent
770,300,371,1441,02,28,2018,October,Kent
729,543,497,1769,03,28,2018,October,Kent
1282,466,612,2360,04,28,2018,October,Kent
564,327,369,1260,05,28,2018,October,Kent
913,232,404,1549,06,28,2018,October,Kent
731,453,391,1575,07,28,2018,October,Kent
193,219,153,565,08,28,2018,October,Kent
693,209,276,1178,09,28,2018,October,Kent
748,203,281,1232,10,28,2018,October,Kent
206,185,127,518,11,28,2018,October,Kent
105,66,79,250,12,28,2018,October,Kent
275,107,97,479,13,28,2018,October,Kent
420,214,181,815,14,28,2018,October,Kent
1799,779,782,3360,01,29,2018,October,Kent
108,113,100,321,02,29,2018,October,Kent
1131,644,581,2356,03,29,2018,October,Kent
729,466,403,1598,04,29,2018,October,Kent
501,341,334,1176,05,29,2018,October,Kent
1281,546,561,2388,06,29,2018,October,Kent
507,371,297,1175,07,29,2018,October,Kent
814,817,640,2271,08,29,2018,October,Kent
558,779,438,1775,09,29,2018,October,Kent
65,164,107,336,10,29,2018,October,Kent
129,167,115,411,11,29,2018,October,Kent
121,51,66,238,12,29,2018,October,Kent
149,155,107,411,13,29,2018,October,Kent
351,444,375,1170,01,30,2018,October,Kent
201,167,145,513,02,30,2018,October,Kent
642,599,527,1768,03,30,2018,October,Kent
717,668,519,1904,04,30,2018,October,Kent
433,736,537,1706,05,30,2018,October,Kent
205,290,188,683,06,30,2018,October,Kent
153,259,168,580,07,30,2018,October,Kent
895,593,615,2103,08,30,2018,October,Kent
638,590,497,1725,09,30,2018,October,Kent
355,384,291,1030,10,30,2018,October,Kent
334,478,262,1074,11,30,2018,October,Kent
296,548,330,1174,12,30,2018,October,Kent
333,101,141,575,01,31,2018,October,Kent
672,537,459,1668,02,31,2018,October,Kent
998,361,348,1707,03,31,2018,October,Kent
799,377,397,1573,04,31,2018,October,Kent
956,451,441,1848,05,31,2018,October,Kent
1348,298,509,2155,06,31,2018,October,Kent
1073,294,417,1784,07,31,2018,October,Kent
617,169,274,1060,08,31,2018,October,Kent
478,285,277,1040,09,31,2018,October,Kent
455,208,269,932,10,31,2018,October,Kent
489,312,252,1053,11,31,2018,October,Kent
21,8,12,41,16,31,2018,October,Kent
977,313,448,1738,01,32,2018,October,Kent
627,260,295,1182,02,32,2018,October,Kent
761,369,369,1499,03,32,2018,October,Kent
33,14,12,59,04,32,2018,October,Kent
808,468,478,1754,05,32,2018,October,Kent
139,127,107,373,06,32,2018,October,Kent
1231,453,569,2253,07,32,2018,October,Kent
313,53,133,499,08,32,2018,October,Kent
604,355,440,1399,09,32,2018,October,Kent
383,147,188,718,10,32,2018,October,Kent
687,354,392,1433,11,32,2018,October,Kent
504,435,331,1270,12,32,2018,October,Kent
262,206,165,633,01,33,2018,October,Kent
557,523,439,1519,02,33,2018,October,Kent
778,785,584,2147,03,33,2018,October,Kent
653,864,637,2154,04,33,2018,October,Kent
802,662,621,2085,05,33,2018,October,Kent
90,110,80,280,06,33,2018,October,Kent
387,543,382,1312,07,33,2018,October,Kent
775,863,606,2244,08,33,2018,October,Kent
1190,719,653,2562,09,33,2018,October,Kent
487,616,416,1519,10,33,2018,October,Kent
839,593,622,2054,01,34,2018,October,Kent
382,348,301,1031,02,34,2018,October,Kent
1144,689,645,2478,03,34,2018,October,Kent
265,280,257,802,04,34,2018,October,Kent
916,795,648,2359,05,34,2018,October,Kent
363,291,237,891,06,34,2018,October,Kent
379,524,329,1232,07,34,2018,October,Kent
789,823,574,2186,08,34,2018,October,Kent
1012,675,534,2221,09,34,2018,October,Kent
1115,939,723,2777,10,34,2018,October,Kent
17,31,26,74,11,34,2018,October,Kent
723,757,620,2100,05,11,2018,November,Kent
608,745,622,1975,06,11,2018,November,Kent
761,636,543,1940,07,11,2018,November,Kent
348,314,317,979,08,11,2018,November,Kent
256,475,286,1017,09,11,2018,November,Kent
279,392,301,972,10,11,2018,November,Kent
839,427,500,1766,01,28,2018,November,Kent
763,302,374,1439,02,28,2018,November,Kent
738,546,501,1785,03,28,2018,November,Kent
1293,461,616,2370,04,28,2018,November,Kent
561,327,374,1262,05,28,2018,November,Kent
903,234,408,1545,06,28,2018,November,Kent
733,449,391,1573,07,28,2018,November,Kent
194,222,154,570,08,28,2018,November,Kent
699,207,277,1183,09,28,2018,November,Kent
753,201,281,1235,10,28,2018,November,Kent
203,183,128,514,11,28,2018,November,Kent
104,67,78,249,12,28,2018,November,Kent
278,104,101,483,13,28,2018,November,Kent
417,214,178,809,14,28,2018,November,Kent
1803,789,782,3374,01,29,2018,November,Kent
112,116,100,328,02,29,2018,November,Kent
1131,648,579,2358,03,29,2018,November,Kent
736,467,410,1613,04,29,2018,November,Kent
503,343,331,1177,05,29,2018,November,Kent
1290,544,563,2397,06,29,2018,November,Kent
507,376,295,1178,07,29,2018,November,Kent
819,824,641,2284,08,29,2018,November,Kent
557,775,447,1779,09,29,2018,November,Kent
64,165,108,337,10,29,2018,November,Kent
128,166,115,409,11,29,2018,November,Kent
120,51,70,241,12,29,2018,November,Kent
150,154,106,410,13,29,2018,November,Kent
352,448,374,1174,01,30,2018,November,Kent
203,166,146,515,02,30,2018,November,Kent
646,608,518,1772,03,30,2018,November,Kent
726,670,518,1914,04,30,2018,November,Kent
427,749,533,1709,05,30,2018,November,Kent
208,293,188,689,06,30,2018,November,Kent
153,257,169,579,07,30,2018,November,Kent
903,599,614,2116,08,30,2018,November,Kent
637,589,501,1727,09,30,2018,November,Kent
353,381,292,1026,10,30,2018,November,Kent
334,479,261,1074,11,30,2018,November,Kent
298,553,330,1181,12,30,2018,November,Kent
338,103,145,586,01,31,2018,November,Kent
672,537,457,1666,02,31,2018,November,Kent
1000,362,343,1705,03,31,2018,November,Kent
810,382,404,1596,04,31,2018,November,Kent
962,455,440,1857,05,31,2018,November,Kent
1351,296,511,2158,06,31,2018,November,Kent
1081,286,420,1787,07,31,2018,November,Kent
617,172,273,1062,08,31,2018,November,Kent
486,282,280,1048,09,31,2018,November,Kent
449,213,266,928,10,31,2018,November,Kent
492,310,247,1049,11,31,2018,November,Kent
22,8,12,42,16,31,2018,November,Kent
984,315,453,1752,01,32,2018,November,Kent
631,257,292,1180,02,32,2018,November,Kent
764,370,369,1503,03,32,2018,November,Kent
33,14,12,59,04,32,2018,November,Kent
808,475,477,1760,05,32,2018,November,Kent
142,129,110,381,06,32,2018,November,Kent
1247,448,588,2283,07,32,2018,November,Kent
318,55,135,508,08,32,2018,November,Kent
603,355,444,1402,09,32,2018,November,Kent
381,148,192,721,10,32,2018,November,Kent
694,356,396,1446,11,32,2018,November,Kent
506,448,335,1289,12,32,2018,November,Kent
262,207,167,636,01,33,2018,November,Kent
560,521,434,1515,02,33,2018,November,Kent
781,784,589,2154,03,33,2018,November,Kent
651,864,635,2150,04,33,2018,November,Kent
821,666,627,2114,05,33,2018,November,Kent
89,107,81,277,06,33,2018,November,Kent
390,545,378,1313,07,33,2018,November,Kent
773,866,613,2252,08,33,2018,November,Kent
1192,717,656,2565,09,33,2018,November,Kent
481,620,417,1518,10,33,2018,November,Kent
840,594,617,2051,01,34,2018,November,Kent
382,350,298,1030,02,34,2018,November,Kent
1145,684,646,2475,03,34,2018,November,Kent
267,280,256,803,04,34,2018,November,Kent
928,795,646,2369,05,34,2018,November,Kent
366,292,241,899,06,34,2018,November,Kent
380,522,331,1233,07,34,2018,November,Kent
794,811,571,2176,08,34,2018,November,Kent
1014,677,534,2225,09,34,2018,November,Kent
1140,943,730,2813,10,34,2018,November,Kent
18,31,27,76,11,34,2018,November,Kent
900,81,177,1158,01,01,2018,January,New Castle
1571,65,190,1826,02,01,2018,January,New Castle
1117,73,169,1359,03,01,2018,January,New Castle
1576,102,274,1952,04,01,2018,January,New Castle
1225,202,335,1762,05,01,2018,January,New Castle
570,47,111,728,06,01,2018,January,New Castle
655,57,144,856,07,01,2018,January,New Castle
149,61,55,265,08,01,2018,January,New Castle
994,105,162,1261,09,01,2018,January,New Castle
1514,76,216,1806,10,01,2018,January,New Castle
726,66,167,959,11,01,2018,January,New Castle
379,120,173,672,12,01,2018,January,New Castle
849,152,209,1210,13,01,2018,January,New Castle
476,229,242,947,14,01,2018,January,New Castle
1865,115,309,2289,01,02,2018,January,New Castle
635,31,97,763,02,02,2018,January,New Castle
224,54,81,359,03,02,2018,January,New Castle
66,33,22,121,04,02,2018,January,New Castle
1034,107,234,1375,05,02,2018,January,New Castle
839,118,304,1261,06,02,2018,January,New Castle
883,122,228,1233,07,02,2018,January,New Castle
943,59,170,1172,08,02,2018,January,New Castle
519,213,238,970,09,02,2018,January,New Castle
1127,195,438,1760,10,02,2018,January,New Castle
1495,68,235,1798,11,02,2018,January,New Castle
941,51,163,1155,12,02,2018,January,New Castle
378,88,209,675,17,02,2018,January,New Castle
1062,93,231,1386,01,03,2018,January,New Castle
1252,234,317,1803,02,03,2018,January,New Castle
585,56,153,794,03,03,2018,January,New Castle
1348,114,272,1734,04,03,2018,January,New Castle
133,9,33,175,05,03,2018,January,New Castle
1189,109,295,1593,06,03,2018,January,New Castle
1643,167,372,2182,07,03,2018,January,New Castle
1087,188,292,1567,08,03,2018,January,New Castle
1551,172,376,2099,09,03,2018,January,New Castle
271,71,94,436,10,03,2018,January,New Castle
1155,351,405,1911,01,04,2018,January,New Castle
592,649,411,1652,02,04,2018,January,New Castle
1019,372,317,1708,03,04,2018,January,New Castle
544,150,185,879,04,04,2018,January,New Castle
287,40,74,401,05,04,2018,January,New Castle
820,303,373,1496,06,04,2018,January,New Castle
965,332,385,1682,07,04,2018,January,New Castle
942,708,748,2398,08,04,2018,January,New Castle
636,89,208,933,09,04,2018,January,New Castle
222,52,67,341,10,04,2018,January,New Castle
559,588,417,1564,11,04,2018,January,New Castle
632,579,496,1707,12,04,2018,January,New Castle
178,51,78,307,13,04,2018,January,New Castle
196,48,60,304,14,04,2018,January,New Castle
214,242,169,625,15,04,2018,January,New Castle
120,28,48,196,16,04,2018,January,New Castle
1448,307,419,2174,01,05,2018,January,New Castle
742,230,293,1265,02,05,2018,January,New Castle
909,161,242,1312,03,05,2018,January,New Castle
1255,142,331,1728,04,05,2018,January,New Castle
971,151,331,1453,05,05,2018,January,New Castle
1104,164,259,1527,06,05,2018,January,New Castle
712,210,308,1230,07,05,2018,January,New Castle
1378,412,494,2284,08,05,2018,January,New Castle
1085,145,223,1453,09,05,2018,January,New Castle
1151,149,288,1588,10,05,2018,January,New Castle
605,334,367,1306,01,06,2018,January,New Castle
695,603,450,1748,02,06,2018,January,New Castle
174,135,110,419,03,06,2018,January,New Castle
672,303,375,1350,04,06,2018,January,New Castle
1156,336,416,1908,05,06,2018,January,New Castle
648,144,196,988,06,06,2018,January,New Castle
491,408,311,1210,07,06,2018,January,New Castle
1002,593,652,2247,08,06,2018,January,New Castle
1026,585,542,2153,09,06,2018,January,New Castle
638,623,450,1711,10,06,2018,January,New Castle
517,451,362,1330,11,06,2018,January,New Castle
725,594,475,1794,12,06,2018,January,New Castle
832,495,479,1806,01,07,2018,January,New Castle
778,608,520,1906,02,07,2018,January,New Castle
661,471,369,1501,03,07,2018,January,New Castle
1428,582,596,2606,04,07,2018,January,New Castle
466,129,267,862,05,07,2018,January,New Castle
532,290,244,1066,06,07,2018,January,New Castle
827,453,402,1682,07,07,2018,January,New Castle
712,573,459,1744,08,07,2018,January,New Castle
719,433,386,1538,09,07,2018,January,New Castle
1354,430,495,2279,10,07,2018,January,New Castle
441,554,368,1363,01,08,2018,January,New Castle
1117,524,516,2157,02,08,2018,January,New Castle
831,417,390,1638,03,08,2018,January,New Castle
1129,239,320,1688,04,08,2018,January,New Castle
1456,586,619,2661,05,08,2018,January,New Castle
871,612,523,2006,06,08,2018,January,New Castle
678,775,462,1915,07,08,2018,January,New Castle
880,537,456,1873,08,08,2018,January,New Castle
151,143,92,386,09,08,2018,January,New Castle
985,423,484,1892,10,08,2018,January,New Castle
703,571,465,1739,01,09,2018,January,New Castle
755,347,363,1465,02,09,2018,January,New Castle
1037,774,607,2418,03,09,2018,January,New Castle
412,434,257,1103,04,09,2018,January,New Castle
477,286,237,1000,05,09,2018,January,New Castle
590,506,456,1552,06,09,2018,January,New Castle
282,289,197,768,07,09,2018,January,New Castle
672,346,340,1358,08,09,2018,January,New Castle
540,520,407,1467,09,09,2018,January,New Castle
699,397,374,1470,10,09,2018,January,New Castle
814,818,667,2299,11,09,2018,January,New Castle
583,397,360,1340,12,09,2018,January,New Castle
775,493,479,1747,13,09,2018,January,New Castle
792,702,488,1982,01,10,2018,January,New Castle
665,483,383,1531,02,10,2018,January,New Castle
556,483,390,1429,03,10,2018,January,New Castle
1124,485,456,2065,04,10,2018,January,New Castle
581,604,412,1597,05,10,2018,January,New Castle
625,631,418,1674,06,10,2018,January,New Castle
779,650,550,1979,07,10,2018,January,New Castle
1079,242,368,1689,08,10,2018,January,New Castle
574,482,352,1408,09,10,2018,January,New Castle
741,187,271,1199,10,10,2018,January,New Castle
771,495,443,1709,01,11,2018,January,New Castle
1135,447,560,2142,02,11,2018,January,New Castle
614,616,561,1791,03,11,2018,January,New Castle
532,332,335,1199,04,11,2018,January,New Castle
720,529,493,1742,01,12,2018,January,New Castle
561,447,363,1371,02,12,2018,January,New Castle
